16,19.197969475261935,10,49,26.720589551968924,31293.160637734392,49.06
16,17.948996312505045,12,49,22.653699833336628,27621.493164159074,65.96
16,24.73655549291354,11,47,28.040506312383343,34497.11305488531,50.04
16,18.970353300694313,9,49,25.08831519646664,31142.69837938191,43.78
16,18.57551766487874,22,49,22.84367595496249,34091.210611742834,29.74
16,17.536964518340774,45,49,24.880594813412802,31149.854664869952,48.06
16,27.527003034453912,33,48,32.0041198240039,34396.47635331194,56.06
16,19.273786349978597,36,49,26.126399675753433,32709.247805055264,38.52
16,26.03298600818324,5,49,29.31738139038479,34891.13736301534,29.36
16,17.09375,28,49,23.284178507864222,30315.15057899429,52.86
