32,11.270866941636783,29,49,19.700791360128022,45528.29328743987,94.48
32,9.898130762714427,28,49,14.42212502575729,47411.11512426071,99.22
32,9.842485814252434,34,49,19.512347567768327,48165.05168712625,96.66
32,12.037642443110867,40,49,17.9644355111653,48182.225939018455,80.06
32,11.565779811838734,29,49,15.892328400410399,49353.65211284157,104.24
32,14.395818249496052,46,49,19.276233671801066,45425.13481311859,90.62
32,12.505188519223905,21,49,19.15931952833312,47475.86846132902,105.9
32,13.591617187162496,38,49,18.68880017961724,45908.99685516807,92.78
32,12.241615506497387,22,49,16.89911442373016,48907.94448916015,101.4
32,12.382792195895004,30,49,19.243658955868085,47568.53253707588,81.5
