64,14.335147217677996,37,49,19.196338366913377,66813.14358699942,151.74
64,15.170196638881198,25,49,18.937944124684467,65825.8042254226,153.08
64,15.338062198444115,35,49,19.799303408581498,65062.52186271109,153.86
64,14.362835327709394,38,49,18.258217803050847,68534.0717480105,154.66
64,14.550866393241867,31,49,19.315817186718576,68325.07202718226,155.7
64,15.272085329166348,25,49,18.86068251134233,66041.00123537274,152.92
64,15.316529583896399,21,49,19.012197909493327,67350.3538908348,151.7
64,13.959444598728792,47,49,19.118549113434646,66753.11383699824,144.28
64,15.140807343421598,36,49,19.246387907595174,66953.69431417232,164.42
64,15.030476207013077,33,49,20.17865449742572,66317.8962026489,151.08
